_id,scanType,SSID,isAttendance,loc,name,round,roundType,scanTime,timeGap,user,company,createdAt,extraInfo.url
5e10d785c6113b0013eb212b,regular,VODACOM-B315-B07E(57.0),FALSE,"c(-26.2234904, 28.3751179)",Handling Chlorine,6,circular,2020-01-04T18:20:49Z,0hr 0min,592e9710b1bc36000430b256,592e9549b1bc36000430b252,2020-01-04T18:20:53Z,
5e110e71c6113b0013eb24a6,regular,pladis_NG_Guest(21.0),FALSE,"c(6.6076673, 3.3120437)",A&P DOPEMU A_LOADING BAY,19,circular,2020-01-04T18:20:52Z,0hr 58min,5ce823293581bf0013b44647,5ce822623581bf0013b4463b,2020-01-04T22:15:13Z,
5e10d790c6113b0013eb212c,regular,NA(51.0),FALSE,"c(-26.3768271, 28.3656192)",Aerobic,5,circular,2020-01-04T18:20:55Z,1hr 11min,592e9857b1bc36000430b25c,592e9549b1bc36000430b252,2020-01-04T18:21:04Z,
5e10d7e3c6113b0013eb2143,regular,NIMR(27.000002),FALSE,"c(6.5142647, 3.3718923)",NIMR-Ground Floor,13,circular,2020-01-04T18:21:05Z,0hr 13min,5bb647241a6a2000133d7997,5ba8d9c75b182d0013e0f898,2020-01-04T18:22:27Z,
5e10d79bc6113b0013eb212d,regular,ERWAT_MainGate(85.0),FALSE,"c(-26.0233821, 28.2856169)",Lab Parking near Main Gate,0,circular,2020-01-04T18:21:07Z,1hr 5min,592e9a13b1bc36000430b266,592e9549b1bc36000430b252,2020-01-04T18:21:15Z,
5e10d7bac6113b0013eb212e,regular,NVRAM WARNING: Err = 0x10(51.0),FALSE,"c(-26.2087611, 28.3174752)",Office,0,circular,2020-01-04T18:21:42Z,0hr 54min,592e98aeb1bc36000430b25e,592e9549b1bc36000430b252,2020-01-04T18:21:46Z,
5e10d7d2c6113b0013eb2141,regular,ERWAT(39.0),FALSE,"c(-26.1378092, 28.4645133)",Control Room,6,circular,2020-01-04T18:21:45Z,1hr 10min,592e97f2b1bc36000430b25a,592e9549b1bc36000430b252,2020-01-04T18:22:10Z,
5e10d7c5c6113b0013eb212f,regular,NVRAM WARNING: Err = 0x10(82.0),FALSE,"c(-26.0188113, 28.2814975)",Technical Gate,0,circular,2020-01-04T18:21:46Z,1hr 0min,592e99bfb1bc36000430b264,592e9549b1bc36000430b252,2020-01-04T18:21:57Z,
5e10d7ccc6113b0013eb2140,regular,VODACOM-B315-B07E(57.0),FALSE,"c(-26.2234904, 28.3751179)",C.R.I Pumps,6,circular,2020-01-04T18:22:00Z,0hr 0min,592e9710b1bc36000430b256,592e9549b1bc36000430b252,2020-01-04T18:22:04Z,
5e10d7dbc6113b0013eb2142,regular,Ditshego D.(98.0),FALSE,"c(-26.2737494, 28.4942426)",Dam 9,7,circular,2020-01-04T18:22:15Z,0hr 55min,592e981eb1bc36000430b25b,592e9549b1bc36000430b252,2020-01-04T18:22:19Z,
5e10d7e3c6113b0013eb2144,regular,NIMR(27.000002),FALSE,"c(6.5139912, 3.3714512)",NIMR-Outpatients Clinic,13,circular,2020-01-04T18:22:23Z,0hr 0min,5bb647241a6a2000133d7997,5ba8d9c75b182d0013e0f898,2020-01-04T18:22:27Z,
5e10d7e8c6113b0013eb2145,regular,NVRAM WARNING: Err = 0x10(51.0),FALSE,"c(-26.2085396, 28.3170072)",Parking,0,circular,2020-01-04T18:22:24Z,0hr 54min,592e98aeb1bc36000430b25e,592e9549b1bc36000430b252,2020-01-04T18:22:32Z,
5e10d7f7c6113b0013eb2146,regular,NVRAM WARNING: Err = 0x10(88.0),FALSE,"c(-26.358353, 28.1801173)",Module D,0,circular,2020-01-04T18:22:24Z,0hr 51min,592e992fb1bc36000430b261,592e9549b1bc36000430b252,2020-01-04T18:22:47Z,
5e10d7fcc6113b0013eb2148,regular,NA(54.000004),FALSE,"c(-26.5399851, 28.328472)",Chlorine Room,7,circular,2020-01-04T18:22:42Z,1hr 7min,592e97beb1bc36000430b259,592e9549b1bc36000430b252,2020-01-04T18:22:52Z,
5e10d7f7c6113b0013eb2147,regular,NVRAM WARNING: Err = 0x10(82.0),FALSE,"c(-26.0192393, 28.2818397)",Technical Kitchen,0,circular,2020-01-04T18:22:43Z,0hr 59min,592e99bfb1bc36000430b264,592e9549b1bc36000430b252,2020-01-04T18:22:47Z,
